Id,Altitude,Slope_Orientation,Slope,Horizontal_Distance_To_Water,Vertical_Distance_To_Water,Horizontal_Distance_To_Roadways,Shadow_Index_9h,Shadow_Index_12h,Shadow_Index_15h,Horizontal_Distance_To_Fire_Points,Canopy_Density,Rainfall_Summer,Rainfall_Winter,Wind_Exposure_Level,Soil_Type,Wilderness_Area,Vegetation_Type
1408,2799,66,9,190,140,201,229,221,124,1350,78.34,354.06,867.8,54.1,Type_30,Area_1,Type_5
13613,2729,39,10,0,0,765,221,219,132,2097,49.56,193.14,700.88,44.18,Type_17,Area_3,Type_5
14052,2546,87,9,466,43,1050,233,226,125,1415,53.06,289.3,699.17,47.41,Type_17,Area_3,Type_5
1244,2753,60,25,242,74,258,230,179,67,1879,80.69,262.4,894.38,27.04,Type_29,Area_1,Type_5
8912,2759,4,4,0,0,859,215,232,155,2250,76.62,203.15,708.52,38.93,Type_17,Area_3,Type_5
7490,2770,53,19,192,98,1348,227,195,94,912,78.45,211.36,1187.62,15.13,Type_13,Area_3,Type_5
2473,2881,209,6,42,-2,2105,215,246,167,1401,84.57,218.8,371.88,7.31,Type_23,Area_3,Type_5
11637,2903,35,9,85,4,4761,219,220,136,1767,66.82,339.41,325.01,21.41,Type_23,Area_1,Type_5
8818,2697,310,15,108,3,1517,178,229,190,2212,51.43,272.87,690.84,5.27,Type_17,Area_3,Type_5
6530,2851,175,25,150,68,1140,225,244,136,2914,80.5,366.32,184.78,47.11,Type_4,Area_3,Type_5
1381,2800,67,28,242,109,256,235,173,51,1369,39.81,240.61,760.12,12.58,Type_29,Area_1,Type_5
2730,2714,115,12,67,18,1240,241,227,114,768,59.04,402.68,994.17,26.68,Type_31,Area_3,Type_5
1792,2897,90,20,582,244,598,246,205,80,1672,74.25,349.37,1166.63,49.36,Type_30,Area_1,Type_5
4862,2859,133,23,242,69,2120,249,222,89,1369,78.5,290.26,227.17,18.25,Type_13,Area_3,Type_5
2566,2816,60,12,0,0,800,229,215,118,190,47.72,440.73,309.76,58.74,Type_29,Area_1,Type_5
11844,2763,75,31,192,110,212,240,165,32,1777,70.24,271.83,973.91,21.75,Type_30,Area_1,Type_5
6427,2704,76,7,150,15,210,229,227,131,937,86.85,362.48,196.6,18.64,Type_11,Area_3,Type_5
14150,2879,144,16,247,128,2011,241,235,119,792,39.4,386.35,267.98,21.02,Type_13,Area_3,Type_5
2284,2902,242,12,95,19,1996,196,250,191,1635,32.74,379.03,934.83,62.44,Type_23,Area_3,Type_5
5250,2846,140,17,108,33,2256,243,233,113,1015,58.51,262.52,239.57,35.71,Type_13,Area_3,Type_5
8817,2698,347,9,30,1,1419,202,225,161,2335,65.17,321.99,1073.86,19.79,Type_17,Area_3,Type_5
2464,2746,139,19,30,7,421,245,231,107,361,64.16,369.67,531.97,50.27,Type_30,Area_1,Type_5
2903,2934,276,10,0,0,1825,194,242,187,1310,30.0,364.57,851.54,47.71,Type_19,Area_3,Type_5
1376,2806,76,39,234,119,255,235,141,0,1371,82.24,279.8,121.98,25.42,Type_29,Area_1,Type_5
12133,2736,88,19,60,2,330,244,206,84,454,46.45,174.11,856.88,56.54,Type_30,Area_1,Type_5
8476,2890,270,18,864,214,2283,170,243,211,1653,72.29,330.49,980.93,31.25,Type_13,Area_3,Type_5
7703,2813,90,29,210,141,1371,249,181,40,932,68.68,328.16,1049.8,5.48,Type_13,Area_3,Type_5
6475,2777,36,9,525,43,180,220,221,136,845,72.84,346.58,401.57,53.55,Type_11,Area_3,Type_5
3354,2753,102,13,30,7,914,242,222,107,1456,60.42,280.0,303.73,43.86,Type_23,Area_3,Type_5
50,2489,100,7,85,13,810,232,231,131,5334,41.09,385.83,1008.71,13.92,Type_18,Area_1,Type_5
4425,2841,321,13,67,3,1556,186,227,180,1253,48.92,449.65,256.5,28.29,Type_23,Area_3,Type_5
1899,2743,270,1,127,2,240,216,238,160,1129,51.32,362.27,1162.68,24.57,Type_30,Area_1,Type_5
6632,2890,181,26,552,189,671,218,245,144,1744,38.3,317.85,1098.6,42.47,Type_4,Area_3,Type_5
8402,2883,136,25,927,106,2409,249,221,84,1501,85.89,407.22,220.01,42.09,Type_13,Area_3,Type_5
6452,2748,36,8,576,29,120,220,221,137,785,89.81,155.76,465.64,46.2,Type_11,Area_3,Type_5
12741,2820,334,7,0,0,1374,204,231,166,1087,69.99,199.67,726.95,47.83,Type_23,Area_3,Type_5
65,2500,49,14,150,27,870,225,210,116,5205,46.86,153.17,964.88,45.69,Type_18,Area_1,Type_5
14291,2759,23,2,0,0,878,218,235,154,2227,76.08,150.88,828.78,29.6,Type_17,Area_3,Type_5
12131,2811,96,12,124,24,660,239,223,113,134,66.8,159.66,498.8,43.02,Type_29,Area_1,Type_5
1161,2695,54,13,150,20,162,227,211,115,2268,79.55,237.5,637.43,49.88,Type_29,Area_1,Type_5
3492,2861,190,23,90,18,474,213,250,158,1168,66.41,212.32,175.12,35.02,Type_13,Area_3,Type_5
2498,2896,283,9,90,5,2188,196,241,184,1448,81.93,319.17,473.02,44.91,Type_23,Area_3,Type_5
2583,2814,49,10,60,3,706,224,218,127,212,60.19,264.32,629.24,41.02,Type_30,Area_1,Type_5
6702,2830,237,16,458,136,886,189,252,198,1814,74.72,388.61,1162.62,57.13,Type_4,Area_3,Type_5
10093,2798,63,9,60,15,1917,228,222,127,1848,52.32,225.68,1183.49,61.92,Type_33,Area_3,Type_5
4863,2839,129,26,212,53,2148,252,214,73,1396,34.14,404.91,517.01,55.42,Type_13,Area_3,Type_5
8051,2575,63,4,424,23,1342,224,231,143,1566,37.64,381.68,145.47,13.2,Type_2,Area_3,Type_5
4957,2832,130,23,175,36,2187,250,220,84,1329,51.42,199.57,774.93,15.64,Type_13,Area_3,Type_5
2305,2792,107,16,240,5,513,245,220,99,300,85.91,261.36,666.73,51.8,Type_30,Area_1,Type_5
7046,2746,358,18,150,40,1631,189,204,150,1198,52.98,430.69,1163.67,32.3,Type_10,Area_3,Type_5
921,2936,22,11,201,27,5006,213,216,138,1825,82.11,182.88,348.81,42.74,Type_29,Area_1,Type_5
1281,2738,63,33,134,64,162,228,154,33,1613,67.09,324.58,873.11,41.9,Type_29,Area_1,Type_5
6425,2727,39,6,362,28,95,220,227,142,792,56.16,422.98,390.62,31.87,Type_11,Area_3,Type_5
2467,2653,268,21,0,0,1423,162,243,218,960,53.71,345.7,1145.62,46.05,Type_23,Area_3,Type_5
2545,2760,110,16,67,8,497,246,220,97,309,35.32,345.05,889.31,48.29,Type_30,Area_1,Type_5
8439,2876,152,11,404,34,2431,234,240,135,2024,68.44,270.87,954.59,53.89,Type_26,Area_3,Type_5
8357,2747,149,14,443,113,2590,238,238,127,2101,46.92,243.07,973.1,8.82,Type_10,Area_3,Type_5
13487,2714,62,6,234,23,216,225,228,138,907,61.87,222.41,1005.14,57.76,Type_11,Area_3,Type_5
6853,2759,207,26,150,80,1261,193,253,182,1648,84.5,440.99,487.48,29.12,Type_4,Area_3,Type_5
395,2739,131,14,242,75,1620,242,232,116,908,50.45,289.55,701.28,9.92,Type_30,Area_1,Type_5
1836,2820,75,17,228,72,376,238,206,93,1350,69.39,291.37,631.16,53.29,Type_30,Area_1,Type_5
7899,2561,0,5,127,12,1556,213,231,156,1642,45.46,210.46,465.44,33.53,Type_2,Area_3,Type_5
1599,2823,80,33,270,-95,300,242,161,22,2510,35.14,239.3,906.85,24.9,Type_30,Area_1,Type_5
12017,2776,89,20,285,127,300,246,203,78,757,34.36,358.04,825.37,36.19,Type_30,Area_1,Type_5
4674,2778,100,13,42,3,2173,241,222,109,1260,36.76,168.12,842.54,44.67,Type_13,Area_3,Type_5
